,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Categories,,Distinct Categories,Score ,Top Categories
21,97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,2020-11-20 17:26,photo,Studying,35,1363,,,,
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-04-11 20:47,photo,Studying,12,1363,,,,
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,like,2021-06-13 16:46,photo,Studying,50,1363,,,,
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,2021-04-11 14:29,photo,Studying,60,1363,,,,
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-03-02 19:21,photo,Studying,12,1363,,,,
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2020-06-27 18:44,photo,Studying,5,1363,,,,
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-05-09 21:05,photo,Studying,5,1363,,,,
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,2020-08-04 23:58,photo,Studying,70,1363,,,,
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2020-08-28 3:57,photo,Studying,75,1363,,,,
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,2020-08-25 8:21,photo,Studying,45,1363,,,,
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2021-04-20 23:48,photo,Studying,15,1363,,,,
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-03-07 12:40,photo,Studying,30,1363,,,,
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2021-05-24 3:21,photo,Studying,20,1363,,,,
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-01-24 11:03,photo,Studying,75,1363,,,,
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,2021-04-09 2:46,photo,Studying,0,1363,,,,
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2021-02-02 3:43,photo,Studying,75,1363,,,,
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2021-02-04 3:06,photo,Studying,30,1363,,,,
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-09 2:49,photo,Studying,10,1363,,,,
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-29 16:00,photo,Studying,15,1363,,,,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,2020-11-29 21:33,photo,Studying,10,1363,,,,
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,2021-02-13 7:54,photo,Studying,70,1363,,,,
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2020-07-14 5:28,photo,Studying,30,1363,,,,
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,2020-08-23 10:30,photo,Studying,20,1363,,,,
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-05-10 9:27,photo,Studying,12,1363,,,,
45,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-03-15 3:59,photo,Studying,5,1363,,,,
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,2020-06-25 17:01,photo,healthy eating,10,1717,,,,
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,2020-09-13 0:11,photo,healthy eating,45,1717,,,,
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 18:17,photo,healthy eating,35,1717,,,,
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11 4:53,photo,healthy eating,15,1717,,,,
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08 10:40,photo,healthy eating,5,1717,,,,
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28 21:15,photo,healthy eating,0,1717,,,,
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25 1:00,photo,healthy eating,5,1717,,,,
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15 12:17,photo,healthy eating,50,1717,,,,
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05 16:26,photo,healthy eating,65,1717,,,,
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-08-31 0:21,photo,healthy eating,65,1717,,,,
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16 3:02,photo,healthy eating,60,1717,,,,
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07 10:52,photo,healthy eating,20,1717,,,,
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 7:59,photo,healthy eating,35,1717,,,,
60,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23 11:15,photo,healthy eating,65,1717,,,,
61,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24 5:56,photo,healthy eating,50,1717,,,,
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07 19:13,photo,healthy eating,5,1717,,,,
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03 16:41,photo,healthy eating,75,1717,,,,
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10 15:36,photo,healthy eating,72,1717,,,,
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 8:48,photo,healthy eating,15,1717,,,,
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06,photo,healthy eating,70,1717,,,,
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15,photo,healthy eating,72,1717,,,,
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 1:27,photo,healthy eating,30,1717,,,,
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 0:09,photo,healthy eating,60,1717,,,,
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 7:56,photo,healthy eating,50,1717,,,,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-05 18:00,photo,healthy eating,50,1717,,,,
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37,photo,healthy eating,5,1717,,,,
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 2:42,photo,healthy eating,30,1717,,,,
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 8:38,photo,healthy eating,10,1717,,,,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 8:00,photo,healthy eating,35,1717,,,,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57,photo,healthy eating,60,1717,,,,
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58,photo,healthy eating,75,1717,,,,
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47,photo,healthy eating,70,1717,,,,
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16,photo,healthy eating,5,1717,,,,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46,photo,healthy eating,10,1717,,,,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-12-11 14:08,photo,healthy eating,15,1717,,,,
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41,photo,healthy eating,10,1717,,,,
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 0:33,photo,healthy eating,70,1717,,,,
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13,photo,healthy eating,30,1717,,,,
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41,photo,healthy eating,65,1717,,,,
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47,photo,healthy eating,60,1717,,,,
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 5:40,photo,healthy eating,0,1717,,,,
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 4:09,photo,healthy eating,72,1717,,,,
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19,photo,healthy eating,72,1717,,,,
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53,photo,healthy eating,72,1717,,,,
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,2020-08-04 19:26,photo,healthy eating,12,1717,,,,
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 4:54,photo,healthy eating,30,1717,,,,
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17,photo,technology,12,1698,,,,
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15,photo,technology,70,1698,,,,
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 5:45,photo,technology,60,1698,,,,
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 9:11,photo,technology,15,1698,,,,
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 9:16,photo,technology,60,1698,,,,
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 8:39,photo,technology,5,1698,,,,
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38,photo,technology,20,1698,,,,
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03,video,food,15,1699,,,,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02,GIF,cooking,30,1664,,,,
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 3:45,GIF,cooking,5,1664,,,,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 8:49,GIF,cooking,70,1664,,,,
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06,GIF,cooking,35,1664,,,,
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25,GIF,cooking,10,1664,,,,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12,GIF,cooking,65,1664,,,,
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 4:01,GIF,cooking,70,1664,,,,
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 8:44,GIF,cooking,30,1664,,,,
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45,GIF,cooking,72,1664,,,,
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2020-12-03 16:47,GIF,cooking,50,1664,,,,
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03,GIF,cooking,50,1664,,,,
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39,GIF,cooking,70,1664,,,,
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 0:35,GIF,cooking,20,1664,,,,
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33,GIF,cooking,72,1664,,,,
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21,GIF,cooking,12,1664,,,,
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 2:12,GIF,cooking,35,1664,,,,
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 6:09,GIF,cooking,10,1664,,,,
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 3:16,GIF,cooking,10,1664,,,,
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50,GIF,cooking,45,1664,,,,
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2020-10-24 14:06,GIF,cooking,20,1664,,,,
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18,GIF,cooking,35,1664,,,,
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07,GIF,cooking,72,1664,,,,
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37,video,dogs,70,1338,,,,
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22,video,dogs,60,1338,,,,
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 0:38,video,dogs,45,1338,,,,
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 1:53,video,dogs,12,1338,,,,
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 7:21,video,dogs,0,1338,,,,
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 4:11,video,dogs,60,1338,,,,
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 7:23,video,dogs,5,1338,,,,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25,video,dogs,50,1338,,,,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 7:33,video,dogs,35,1338,,,,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2020-11-08 10:53,video,dogs,20,1338,,,,
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 5:23,video,dogs,60,1338,,,,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35,video,dogs,0,1338,,,,
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35,video,dogs,70,1338,,,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 9:31,video,dogs,30,1338,,,,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39,video,dogs,5,1338,,,,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28,video,dogs,45,1338,,,,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 0:21,video,dogs,10,1338,,,,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06,video,dogs,12,1338,,,,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 6:29,video,dogs,70,1338,,,,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-08-02 6:20,video,dogs,15,1338,,,,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 4:57,video,dogs,70,1338,,,,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 9:07,video,dogs,75,1338,,,,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46,video,dogs,10,1338,,,,
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47,video,dogs,15,1338,,,,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 9:48,video,dogs,20,1338,,,,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44,video,dogs,30,1338,,,,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04,video,dogs,15,1338,,,,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 3:51,video,dogs,15,1338,,,,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07,video,dogs,30,1338,,,,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-28 8:31,video,dogs,30,1338,,,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 5:27,video,dogs,30,1338,,,,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43,video,dogs,12,1338,,,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01,video,dogs,15,1338,,,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 5:51,video,dogs,60,1338,,,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23,video,dogs,60,1338,,,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31,video,dogs,30,1338,,,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15,video,dogs,60,1338,,,,
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 3:35,video,dogs,70,1338,,,,
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10,video,dogs,0,1338,,,,
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-02-07 15:59,video,dogs,70,1338,,,,
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46,video,dogs,5,1338,,,,
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41,video,dogs,50,1338,,,,
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 2:40,video,dogs,65,1338,,,,
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 9:36,video,dogs,72,1338,,,,
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24,video,technology,70,1698,,,,
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00,video,technology,75,1698,,,,
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29,video,technology,60,1698,,,,
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 0:00,video,technology,12,1698,,,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 2:38,photo,soccer,72,1457,,,,
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11,photo,soccer,20,1457,,,,
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46,photo,soccer,12,1457,,,,
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 2:25,photo,soccer,45,1457,,,,
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18,photo,soccer,70,1457,,,,
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 0:15,photo,soccer,5,1457,,,,
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36,photo,soccer,65,1457,,,,
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38,photo,soccer,72,1457,,,,
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 2:08,photo,soccer,70,1457,,,,
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,2020-06-26 10:33,photo,soccer,75,1457,,,,
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16,photo,soccer,50,1457,,,,
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42,photo,soccer,65,1457,,,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 0:56,photo,public speaking,70,1217,,,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27,photo,public speaking,20,1217,,,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 6:57,photo,public speaking,10,1217,,,,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11,photo,public speaking,70,1217,,,,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 6:09,photo,public speaking,50,1217,,,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37,photo,public speaking,20,1217,,,,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42,photo,public speaking,60,1217,,,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 2:46,photo,public speaking,15,1217,,,,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08,photo,public speaking,72,1217,,,,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2020-07-06 11:18,photo,public speaking,35,1217,,,,
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 4:56,photo,public speaking,50,1217,,,,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25,photo,public speaking,45,1217,,,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 1:25,photo,public speaking,70,1217,,,,
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45,photo,public speaking,35,1217,,,,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28,photo,public speaking,12,1217,,,,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39,photo,public speaking,45,1217,,,,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 3:15,photo,public speaking,75,1217,,,,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 6:56,photo,public speaking,70,1217,,,,
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05,photo,public speaking,60,1217,,,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19 19:28,photo,public speaking,60,1217,,,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 7:08,photo,public speaking,15,1217,,,,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48,photo,public speaking,15,1217,,,,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 3:24,photo,public speaking,5,1217,,,,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 1:44,photo,public speaking,0,1217,,,,
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 4:14,photo,public speaking,0,1217,,,,
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 4:36,photo,public speaking,72,1217,,,,
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03,photo,public speaking,10,1217,,,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23,photo,public speaking,50,1217,,,,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55,photo,public speaking,60,1217,,,,
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-02-21 5:01,photo,public speaking,70,1217,,,,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 8:58,photo,public speaking,45,1217,,,,
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45,photo,public speaking,72,1217,,,,
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18,photo,public speaking,12,1217,,,,
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34,photo,public speaking,50,1217,,,,
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 2:48,photo,public speaking,20,1217,,,,
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39,photo,public speaking,15,1217,,,,
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10,photo,public speaking,72,1217,,,,
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 8:24,photo,public speaking,5,1217,,,,
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50,photo,public speaking,15,1217,,,,
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,2020-06-30 1:14,photo,public speaking,65,1217,,,,
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01 15:06,photo,public speaking,70,1217,,,,
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 0:47,photo,public speaking,15,1217,,,,
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30 13:08,GIF,science,75,1796,,,,
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 3:09,GIF,science,60,1796,,,,
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28 7:01,GIF,science,45,1796,,,,
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25 2:39,GIF,science,75,1796,,,,
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05 3:37,GIF,science,12,1796,,,,
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28 15:16,GIF,science,70,1796,,,,
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31 0:54,GIF,science,20,1796,,,,
